HHID,HHSIZE,VISITORS,HHSTRUCTURE,DWELLTYPE,OWNDWELL,YEARSLIVED,MONTHSLIVED,ADULTBIKES,KIDSBIKES,TOTALBIKES,ADULTBIKESUSED,KIDSBIKESUSED,TOTALBIKESUSED,CARS,FOURWDS,UTES,VANS,TRUCKS,MBIKES,OTHERVEHS,TOTALVEHS,HOMESLA,HOMELGA,ADHHWGT,WDHHWGT,WEHHWGT,HomeRegion,StationProx,Day_Type,SURVEY_PERIOD,HHINC_quintile
Y09H140214,3,0,5,1,2,15,6,2,0,2,0,0,0,1,1,0,0,0,0,0,2,210102757,22750,62.1,0,176.8,2,4,2,2,3
Y09H140215,5,0,3,1,2,9,8,2,3,5,2,3,5,1,1,0,0,0,0,0,2,210102757,22750,60.7,93.6,0,2,4,1,2,5
Y09H140216,2,0,2,1,1,1,2,2,1,3,0,1,1,1,0,0,0,0,0,0,1,210102757,22750,54.9,76.6,0,2,4,1,2,3
Y09H140218,2,0,2,1,1,18,3,2,0,2,0,0,0,2,0,0,0,0,0,0,2,210102757,22750,44.6,62.2,0,2,4,1,2,2
Y09H140220,4,0,3,1,3,3,4,2,0,2,1,0,1,2,0,0,0,0,0,0,2,210102757,22750,88.9,0,261.9,2,4,2,2,4
Y09H140221,5,0,5,1,1,22,3,0,1,1,0,1,1,2,1,1,0,0,0,0,4,210102757,22750,54.6,0,196.7,2,4,2,2,4
Y09H140222,2,0,5,1,3,0,7,2,0,2,2,0,2,2,0,0,0,0,0,0,2,210102757,22750,79.4,120.5,0,2,4,1,2,2
Y09H140224,2,0,2,1,3,0,2,1,0,1,1,0,1,2,0,0,0,0,0,0,2,210102757,22750,75.7,114.9,0,2,4,1,2,4
Y09H140225,2,0,5,1,1,30,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210102757,22750,44.6,62.2,0,2,4,1,2,1
Y09H140226,1,0,1,1,1,22,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210102757,22750,45.4,63.3,0,2,4,1,2,1
Y09H140229,6,0,3,1,3,4,6,1,4,5,1,4,5,2,0,0,0,0,0,0,2,210102757,22750,79.4,120.5,0,2,4,1,2,2
Y09H140230,5,0,3,1,2,1,7,2,2,4,0,1,1,2,0,0,0,0,0,0,2,210102757,22750,62.4,96.2,0,2,4,1,2,2
Y09H140231,2,0,2,1,2,9,1,0,0,0,0,0,0,0,2,1,0,0,0,0,3,210102757,22750,57.9,89.3,0,2,4,1,2,5
Y09H140233,2,0,2,1,1,16,7,0,0,0,0,0,0,2,0,0,0,0,0,0,2,210102757,22750,45.4,63.3,0,2,4,1,2,1
Y09H140236,2,0,2,1,1,12,6,1,0,1,0,0,0,1,0,1,0,0,0,0,2,210102757,22750,53.4,74.6,0,2,4,1,2,4
Y09H140238,4,0,3,1,3,1,11,4,0,4,0,0,0,1,1,0,0,0,0,0,2,210102757,22750,75.7,114.9,0,2,4,1,2,4
Y09H140239,2,0,4,1,1,30,6,0,0,0,0,0,0,2,0,0,0,0,0,0,2,210102757,22750,44.6,62.2,0,2,4,1,2,2
Y09H140240,2,0,2,1,1,13,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210102757,22750,45.4,63.3,0,2,4,1,2,2
Y09H140242,4,0,3,1,2,2,7,1,1,2,0,1,1,1,0,0,0,0,0,0,1,210102757,22750,62.1,0,176.8,2,4,2,2,4
Y09H140301,4,0,3,1,2,2,2,1,1,2,0,1,1,3,0,0,0,0,0,0,3,210052756,22750,67.3,96.7,0,2,3,1,2,5
Y09H140302,2,0,4,1,1,2,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210052756,22750,62.8,90.6,0,2,3,1,2,3
Y09H140303,2,0,2,2,2,4,6,0,0,0,0,0,0,2,0,0,0,0,0,0,2,210052756,22750,84,86,0,2,3,1,2,2
Y09H140307,2,0,2,1,1,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,2,210052756,22750,62.5,0,226.4,2,3,2,2,4
Y09H140308,2,0,2,1,2,3,1,2,0,2,0,0,0,2,0,0,0,0,0,0,2,210052756,22750,67.3,96.7,0,2,3,1,2,4
Y09H140309,4,0,3,1,2,4,7,3,4,7,2,1,3,2,0,0,0,0,0,0,2,210052756,22750,69.1,99.4,0,2,3,1,2,2
Y09H140310,1,0,1,1,1,23,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210052756,22750,58.3,84.1,0,2,3,1,2,1
Y09H140311,4,0,3,1,2,11,9,2,4,6,0,0,0,2,0,0,0,0,0,0,2,210052756,22750,56.1,80.6,0,2,3,1,2,2
Y09H140312,2,0,2,1,2,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210052756,22750,57.1,82.1,0,2,3,1,2,3
Y09H140314,2,0,2,1,2,5,3,2,0,2,0,0,0,1,0,1,0,0,0,0,2,210052756,22750,68.7,0,250.9,2,3,2,2,5
Y09H140315,4,0,3,1,2,3,10,2,0,2,1,0,1,2,0,0,0,0,0,0,2,210052756,22750,67.3,96.7,0,2,3,1,2,5
Y09H140318,3,0,3,1,2,4,8,2,2,4,0,1,1,2,0,0,0,0,0,0,2,210052756,22750,56.1,80.6,0,2,3,1,2,5
Y09H140319,4,0,5,1,2,3,10,0,1,1,0,0,0,1,1,1,0,0,0,0,3,210052756,22750,57.1,82.1,0,2,3,1,2,4
Y09H140320,2,0,2,1,1,3,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,210052756,22750,68.5,0,248.2,2,3,2,2,2
Y09H140322,4,0,3,1,2,2,5,2,2,4,0,2,2,1,1,0,0,0,0,0,2,210052756,22750,67.3,96.7,0,2,3,1,2,4
Y09H140323,3,0,3,1,1,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,210052756,22750,62.8,90.6,0,2,3,1,2,4
Y09H140324,3,0,4,3,3,2,6,1,1,2,0,1,1,1,0,0,0,0,0,0,1,210052756,22750,288.1,294.7,0,2,3,1,2,2
Y09H140325,4,0,3,1,2,2,3,3,0,3,2,0,2,1,1,0,0,0,0,0,2,210052756,22750,56.1,80.6,0,2,3,1,2,3
Y09H140326,2,0,2,1,1,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,210052756,22750,51.9,74.9,0,2,3,1,2,4
Y09H140328,6,1,3,1,2,12,10,1,0,1,0,0,0,5,0,0,0,0,0,0,5,210052756,22750,68.7,0,250.9,2,3,2,2,5
Y09H140330,4,0,3,1,1,15,0,0,2,2,0,0,0,0,2,0,0,0,0,0,2,210052756,22750,62.8,90.6,0,2,3,1,2,5
Y09H140334,2,0,2,1,1,3,9,0,0,0,0,0,0,2,0,0,0,0,0,0,2,210052756,22750,68.5,0,248.2,2,3,2,2,5
Y09H140335,3,0,3,1,2,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,2,210052756,22750,68.7,0,250.9,2,3,2,2,3
Y09H140336,4,0,3,1,1,4,3,1,2,3,0,1,1,1,0,1,0,0,0,0,2,210052756,22750,61.1,88.1,0,2,3,1,2,3
Y09H140338,1,0,1,2,1,6,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,210052756,22750,165,202.5,0,2,3,1,2,1
Y09H140340,4,0,3,1,2,5,7,0,2,2,0,2,2,1,1,0,0,0,0,0,2,210052756,22750,57.1,82.1,0,2,3,1,2,5
Y09H140342,6,0,3,1,2,3,10,0,2,2,0,0,0,2,0,0,0,0,0,0,2,210052756,22750,68.7,0,250.9,2,3,2,2,3
Y09H140402,6,0,2,1,1,47,4,2,0,2,0,0,0,2,0,0,0,0,0,0,2,210052756,22750,62.8,90.6,0,2,2,1,2,2
Y09H140403,4,0,3,1,2,10,11,1,2,3,0,0,0,2,0,0,0,0,0,0,2,210052756,22750,64.2,92.2,0,2,2,1,2,1
Y09H140405,2,0,2,1,2,2,3,1,0,1,0,0,0,1,0,1,0,0,0,0,2,210052756,22750,57.1,82.1,0,2,2,1,2,4
Y09H140407,3,0,4,1,3,1,5,3,1,4,1,0,1,1,0,0,0,0,0,0,1,210052756,22750,100.3,0,316.7,2,2,2,2,2
Y09H140409,4,0,3,1,2,2,6,2,2,4,0,1,1,2,0,0,0,0,0,0,2,210052756,22750,69.1,99.4,0,2,2,1,2,4
Y09H140410,3,0,4,1,2,12,8,2,0,2,1,0,1,1,0,0,0,0,0,0,1,210052756,22750,64.2,92.2,0,2,2,1,2,1
Y09H140412,1,0,1,1,2,13,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210052756,22750,57.1,82.1,0,2,2,1,2,1
Y09H140415,2,0,2,1,2,1,3,2,0,2,0,0,0,1,1,1,0,0,1,0,4,210052756,22750,67.3,96.7,0,2,2,1,2,5
Y09H140416,2,0,4,2,2,8,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,210052756,22750,90.5,92.6,0,2,2,1,2,2
Y09H140417,4,0,3,1,1,13,1,0,1,1,0,1,1,2,0,0,0,0,0,0,2,210052756,22750,58.3,84.1,0,2,2,1,2,3
Y09H140420,2,0,4,1,2,2,9,1,0,1,0,0,0,1,0,0,0,0,1,0,2,210052756,22750,59.6,0,217.5,2,2,2,2,4
Y09H140422,1,0,1,1,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210052756,22750,67.3,96.7,0,2,2,1,2,3
Y09H140423,3,0,3,3,3,3,10,0,0,0,0,0,0,1,1,0,0,0,0,0,2,210052756,22750,310.4,317.5,0,2,2,1,2,5
Y09H140424,2,0,5,3,3,1,6,0,0,0,0,0,0,2,0,0,0,0,0,0,2,210052756,22750,288.1,294.7,0,2,2,1,2,3
Y09H140425,1,0,1,1,2,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,210052756,22750,56.1,80.6,0,2,2,1,2,3
Y09H140427,1,0,1,1,2,1,4,0,0,0,0,0,0,0,0,2,1,0,0,0,3,210052756,22750,59.6,0,217.5,2,2,2,2,2
Y09H140429,1,0,1,1,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210052756,22750,67.3,96.7,0,2,2,1,2,2
Y09H140430,2,0,2,1,1,46,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210052756,22750,62.8,90.6,0,2,2,1,2,2
Y09H140432,2,1,4,1,3,2,6,0,1,1,0,0,0,1,0,0,0,0,0,0,1,210052756,22750,94.4,144.9,0,2,2,1,2,1
Y09H140433,1,0,1,1,2,15,8,1,0,1,0,0,0,1,0,0,0,0,0,0,1,210052756,22750,57.1,82.1,0,2,2,1,2,3
Y09H140437,2,0,2,1,1,47,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,210052756,22750,62.8,90.6,0,2,2,1,2,2
Y09H140438,2,0,2,1,1,41,6,1,0,1,0,0,0,1,0,0,0,0,0,0,1,210052756,22750,58.3,84.1,0,2,2,1,2,2
Y09H140501,1,0,1,1,1,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210102757,22750,42.1,58.8,0,2,4,1,2,2
Y09H140502,1,0,1,1,1,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1,210102757,22750,52.9,73.8,0,2,4,1,2,3
Y09H140503,3,0,3,1,1,9,2,2,1,3,2,1,3,2,0,0,0,0,1,0,3,210102757,22750,58.8,82.1,0,2,4,1,2,4
Y09H140504,2,0,4,1,2,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210102757,22750,63.8,98.4,0,2,4,1,2,3
Y09H140508,2,0,2,1,1,2,7,0,0,0,0,0,0,1,0,1,0,0,0,0,2,210102757,22750,42.1,58.8,0,2,4,1,2,3
Y09H140509,2,0,2,1,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210102757,22750,60.1,92.6,0,2,4,1,2,1
Y09H140513,2,0,2,1,1,15,6,0,0,0,0,0,0,2,0,0,0,0,0,0,2,210102757,22750,47.3,0,170.5,2,4,2,2,2
Y09H140515,1,0,1,1,2,15,11,1,0,1,0,0,0,1,0,0,1,0,0,0,2,210102757,22750,47.9,73.8,0,2,4,1,2,1
Y09H140516,3,0,3,1,2,16,4,4,0,4,4,0,4,1,0,1,0,0,1,0,3,210102757,22750,60.1,92.6,0,2,4,1,2,5
Y09H140519,2,0,2,1,2,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210102757,22750,61.7,95.2,0,2,4,1,2,5
Y09H140523,5,0,3,1,3,1,2,4,2,6,0,2,2,1,1,1,0,0,2,0,5,210102757,22750,78.5,119.2,0,2,4,1,2,4
Y09H140526,2,0,2,1,1,8,1,1,0,1,0,0,0,2,0,0,0,0,0,0,2,210102757,22750,54.3,75.8,0,2,4,1,2,2
Y09H140528,2,0,2,1,1,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210102757,22750,47.3,0,170.5,2,4,2,2,2
Y09H140529,3,0,3,1,2,2,3,2,0,2,0,0,0,2,0,0,0,0,0,0,2,210102757,22750,47.9,73.8,0,2,4,1,2,4
Y09H140531,5,0,3,1,2,8,2,0,3,3,0,3,3,2,0,0,0,0,0,0,2,210102757,22750,66.8,103.1,0,2,4,1,2,4
Y09H140532,2,0,2,1,3,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,2,210102757,22750,83.4,126.6,0,2,4,1,2,3
Y09H140533,4,0,3,1,2,9,4,4,2,6,0,1,1,2,0,0,0,0,0,0,2,210102757,22750,61.7,95.2,0,2,4,1,2,4
Y09H140535,4,0,3,1,2,12,3,2,2,4,0,0,0,2,0,0,0,0,0,0,2,210102757,22750,53.8,0,153.3,2,4,2,2,4
Y09H140538,3,1,5,1,3,1,0,2,1,3,1,1,2,3,0,0,0,0,0,0,3,210102757,22750,87.4,132.6,0,2,4,1,2,4
Y09H140540,1,0,1,1,1,10,8,1,0,1,1,0,1,0,1,0,0,0,0,0,1,210102757,22750,54.3,75.8,0,2,4,1,2,1
Y09H140541,1,0,1,1,1,16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,210102757,22750,47.3,0,170.5,2,4,2,2,1
Y09H140542,1,0,1,1,1,20,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210102757,22750,47.3,0,170.5,2,4,2,2,1
Y09H140602,5,0,3,1,2,3,5,2,3,5,1,3,4,1,1,0,0,0,0,0,2,210052756,22750,66.5,95.7,0,2,3,1,2,5
Y09H140604,2,1,2,1,2,6,10,1,0,1,0,0,0,1,0,1,0,0,0,0,2,210052756,22750,70.7,101.6,0,2,3,1,2,2
Y09H140605,3,0,5,1,1,19,6,2,0,2,1,0,1,1,0,0,0,0,0,0,1,210052756,22750,62.1,89.6,0,2,3,1,2,4
Y09H140606,3,0,5,1,1,34,2,0,0,0,0,0,0,3,0,0,0,0,0,0,3,210052756,22750,54.1,0,196.2,2,3,2,2,4
Y09H140607,3,0,4,1,3,2,7,1,2,3,0,2,2,1,0,0,0,0,0,0,1,210052756,22750,100.3,0,316.7,2,3,2,2,2
Y09H140611,4,0,3,1,2,10,0,1,1,2,1,1,2,1,1,0,0,0,0,0,2,210052756,22750,70.7,101.6,0,2,3,1,2,5
Y09H140612,2,0,2,1,2,5,2,0,0,0,0,0,0,4,0,0,0,0,0,0,4,210052756,22750,68.4,98.3,0,2,3,1,2,3
Y09H140613,3,0,3,1,2,2,5,2,0,2,0,0,0,1,0,1,0,0,0,0,2,210052756,22750,59.6,0,217.5,2,3,2,2,3
Y09H140614,2,1,2,1,1,14,0,3,0,3,1,0,1,2,0,1,0,0,0,0,3,210052756,22750,54.1,0,196.2,2,3,2,2,3
Y09H140617,3,0,5,1,3,3,7,2,0,2,0,0,0,2,0,0,0,0,0,0,2,210052756,22750,124.6,191.1,0,2,3,1,2,3
Y09H140618,2,0,2,1,1,34,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,210052756,22750,64.2,92.6,0,2,3,1,2,1
Y09H140620,2,0,2,1,2,25,4,2,0,2,2,0,2,2,0,0,0,0,0,0,2,210052756,22750,59.6,0,217.5,2,3,2,2,5
Y09H140621,4,0,3,1,3,0,7,1,2,3,0,1,1,2,0,0,0,0,0,0,2,210052756,22750,100.3,0,316.7,2,3,2,2,4
Y09H140623,3,0,4,1,3,2,9,1,2,3,0,0,0,2,0,0,0,0,0,0,2,210052756,22750,112,171.8,0,2,3,1,2,2
Y09H140624,1,0,1,1,3,1,5,1,0,1,0,0,0,0,2,0,0,0,0,0,2,210052756,22750,124.6,191.1,0,2,3,1,2,3
Y09H140625,2,0,2,1,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,210052756,22750,119,182.5,0,2,3,1,2,2
Y09H140626,1,0,1,1,1,39,7,1,0,1,0,0,0,1,0,0,0,0,0,0,1,210052756,22750,62.1,89.6,0,2,3,1,2,1
Y09H140627,3,0,3,1,1,27,2,1,0,1,0,0,0,2,0,0,0,0,0,0,2,210052756,22750,54.1,0,196.2,2,3,2,2,4
Y09H140628,3,0,3,1,2,14,7,4,0,4,0,0,0,1,1,0,0,0,0,0,2,210052756,22750,59.6,0,217.5,2,3,2,2,2
Y09H140629,2,0,2,1,2,0,6,1,0,1,0,0,0,0,1,1,0,0,0,0,2,210052756,22750,53,76.2,0,2,3,1,2,5
Y09H140630,2,0,2,1,1,37,3,3,0,3,0,0,0,1,1,0,0,0,0,0,2,210052756,22750,60.5,87.2,0,2,3,1,2,1
Y09H140631,4,0,3,1,1,15,7,2,1,3,0,0,0,2,0,0,0,0,0,0,2,210052756,22750,67.3,97,0,2,3,1,2,3
Y09H140633,3,0,3,1,1,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210052756,22750,62.1,89.6,0,2,3,1,2,2
Y09H140634,3,0,3,1,1,35,0,3,2,5,2,0,2,1,1,0,0,0,1,0,3,210052756,22750,54.1,0,196.2,2,3,2,2,4
Y09H140635,4,0,3,1,2,9,5,0,2,2,0,0,0,0,2,0,0,0,0,0,2,210052756,22750,59.6,0,217.5,2,3,2,2,5
Y09H140637,5,0,3,1,1,6,5,1,3,4,0,1,1,1,1,0,0,0,0,0,2,210052756,22750,60.5,87.2,0,2,3,1,2,5
Y09H140638,6,0,3,1,3,2,10,2,1,3,0,1,1,1,0,1,0,0,0,0,2,210052756,22750,124.6,191.1,0,2,3,1,2,5
Y09H140639,3,0,5,1,2,10,2,0,0,0,0,0,0,1,1,1,0,0,0,0,3,210052756,22750,70.7,101.6,0,2,3,1,2,4
Y09H140641,2,0,2,1,1,15,6,0,0,0,0,0,0,2,0,0,0,0,0,0,2,210052756,22750,54.1,0,196.2,2,3,2,2,2
Y09H140642,2,0,2,1,1,35,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,210052756,22750,54.1,0,196.2,2,3,2,2,2
Y09H140701,1,0,1,3,3,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210052754,22750,171.3,210.3,0,2,2,1,2,3
Y09H140702,2,0,2,1,1,43,8,1,0,1,0,0,0,1,0,1,0,0,0,0,2,210052754,22750,43.8,70.6,0,2,2,1,2,2
Y09H140709,1,0,1,3,3,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210052754,22750,215.1,264,0,2,2,1,2,1
Y09H140711,2,0,2,1,2,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,210052754,22750,47,70.3,0,2,3,1,2,4
Y09H140712,1,0,1,1,1,20,8,1,0,1,0,0,0,1,0,0,0,0,0,0,1,210052754,22750,45,72.5,0,2,3,1,2,2
Y09H140714,1,1,1,3,3,2,8,0,0,0,0,0,0,2,0,0,0,0,0,0,2,210052754,22750,192.5,0,1087.3,2,2,2,2,2
Y09H140720,5,0,3,1,2,11,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,210052754,22750,39.6,0,118.1,2,2,2,2,3
Y09H140721,1,0,1,1,1,55,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210052754,22750,39.2,0,100.8,2,2,2,2,1
Y09H140723,3,0,4,1,1,17,1,2,0,2,1,0,1,3,0,0,0,0,0,0,3,210052754,22750,43.8,70.6,0,2,2,1,2,2
Y09H140727,1,0,1,1,1,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210052754,22750,39.2,0,100.8,2,2,2,2,1
Y09H140728,2,0,2,1,1,21,7,1,0,1,0,0,0,2,1,0,0,0,0,0,3,210052754,22750,39.2,0,100.8,2,2,2,2,2
Y09H140730,2,0,5,1,1,8,2,2,0,2,0,0,0,0,2,0,0,0,0,0,2,210052754,22750,43.8,70.6,0,2,2,1,2,4
Y09H140731,3,0,3,1,1,54,7,3,0,3,1,0,1,1,0,1,0,0,0,0,2,210052754,22750,48.7,78.5,0,2,2,1,2,3
Y09H140734,1,0,1,1,1,10,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210052754,22750,39.2,0,100.8,2,3,2,2,2
Y09H140736,1,0,1,1,1,28,10,1,0,1,0,0,0,1,0,0,0,0,0,0,1,210052754,22750,34.9,56.2,0,2,2,1,2,4
Y09H140739,3,0,3,1,2,5,0,2,1,3,0,1,1,2,0,0,0,0,0,0,2,210052754,22750,47,70.3,0,2,2,1,2,3
Y09H140741,2,0,2,1,1,52,11,1,0,1,0,0,0,1,0,0,0,0,0,1,2,210052754,22750,39.2,0,100.8,2,3,2,2,2
Y09H140742,2,0,2,1,2,45,10,2,0,2,2,0,2,1,1,0,0,0,0,0,2,210052754,22750,39.6,0,118.1,2,3,2,2,4
Y09H140801,2,0,2,1,1,2,4,5,0,5,0,0,0,0,2,0,0,0,0,0,2,210102757,22750,42.1,58.8,0,2,4,1,2,4
Y09H140804,1,0,1,1,1,30,7,1,0,1,0,0,0,1,0,0,0,0,0,0,1,210102757,22750,56.1,78.4,0,2,4,1,2,1
Y09H140807,3,4,2,1,1,20,9,2,0,2,0,0,0,2,0,1,0,0,0,0,3,210102757,22750,47.3,0,170.5,2,4,2,2,3
Y09H140810,4,0,3,1,2,1,0,2,4,6,1,2,3,1,1,0,0,0,0,0,2,210102757,22750,66.8,103.1,0,2,4,1,2,5
Y09H140813,1,0,1,1,3,0,8,2,0,2,1,0,1,0,0,1,0,0,0,0,1,210102757,22750,70.3,0,207,2,4,2,2,1
Y09H140816,1,0,1,1,2,0,4,1,0,1,1,0,1,0,2,0,0,0,0,0,2,210102757,22750,60.1,92.6,0,2,4,1,2,3
Y09H140820,2,0,2,1,1,8,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,210102757,22750,47.3,0,170.5,2,4,2,2,2
Y09H140821,2,1,2,1,1,1,2,2,2,4,2,1,3,2,0,1,0,0,0,0,3,210102757,22750,47.3,0,170.5,2,4,2,2,2
Y09H140824,2,0,2,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210102757,22750,58.8,82.1,0,2,4,1,2,2
Y09H140830,2,0,2,1,2,7,3,2,2,4,0,0,0,1,1,0,0,0,0,0,2,210102757,22750,60.1,92.6,0,2,4,1,2,1
Y09H140835,2,0,2,1,1,30,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210102757,22750,47.3,0,170.5,2,4,2,2,1
Y09H140839,2,0,2,1,1,8,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,210102757,22750,56.1,78.4,0,2,4,1,2,1
Y09H140841,2,0,5,1,3,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,2,210102757,22750,70.3,0,207,2,4,2,2,3
Y09H140901,1,0,1,1,3,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210052752,22750,79.5,123.2,0,2,2,1,2,1
Y09H140902,1,0,1,1,2,7,4,2,0,2,1,0,1,0,0,1,0,0,1,0,2,210052752,22750,47,67,0,2,2,1,2,2
Y09H140903,2,0,2,1,2,0,10,2,0,2,1,0,1,1,0,0,0,0,0,0,1,210052752,22750,43.6,62.1,0,2,2,1,2,1
Y09H140904,5,0,3,1,2,2,3,0,3,3,0,0,0,1,0,0,0,0,0,0,1,210052752,22750,52.7,75,0,2,2,1,2,5
Y09H140907,1,0,1,1,3,6,9,1,0,1,0,0,0,1,0,0,0,0,0,0,1,210052752,22750,108.7,0,301.3,2,2,2,2,1
Y09H140910,2,0,2,1,1,44,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210052752,22750,52.8,75.8,0,2,2,1,2,1
Y09H140911,1,0,1,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210052752,22750,63.8,91.5,0,2,2,1,2,1
Y09H140912,1,0,1,1,1,45,5,1,0,1,0,0,0,0,1,0,0,0,0,0,1,210052752,22750,64.1,92,0,2,2,1,2,2
Y09H140917,1,0,1,1,1,39,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210052752,22750,52.8,75.8,0,2,2,1,2,1
Y09H140921,6,0,3,1,2,8,4,1,2,3,0,1,1,0,1,0,0,0,0,0,1,210052752,22750,60.6,0,202.7,2,2,2,2,2
Y09H140922,6,0,3,1,3,2,9,1,4,5,0,2,2,2,0,0,0,0,0,0,2,210052752,22750,79.5,123.2,0,2,2,1,2,1
Y09H140923,3,0,5,1,2,3,9,1,1,2,0,0,0,2,0,0,0,0,0,0,2,210052752,22750,47,67,0,2,2,1,2,4
Y09H140925,1,1,1,1,1,20,10,1,0,1,1,0,1,1,0,0,0,0,0,0,1,210052752,22750,63.8,91.5,0,2,2,1,2,2
Y09H140928,2,0,2,1,1,47,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210052752,22750,73.4,0,240.6,2,2,2,2,2
Y09H140930,2,0,2,1,1,40,1,2,0,2,0,0,0,2,0,0,0,0,0,0,2,210052752,22750,57,81.7,0,2,2,1,2,2
Y09H140931,2,0,2,1,1,32,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210052752,22750,52.8,75.8,0,2,2,1,2,4
Y09H140932,3,0,3,1,2,4,1,1,0,1,0,0,0,1,1,0,0,0,0,0,2,210052752,22750,52.7,75,0,2,2,1,2,5
Y09H140934,4,0,5,1,2,7,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,210052752,22750,64,0,214.3,2,2,2,2,5
Y09H140936,5,0,5,1,3,5,10,0,0,0,0,0,0,2,0,0,0,0,0,0,2,210052752,22750,79.5,123.2,0,2,2,1,2,5
Y09H140937,1,0,1,1,1,10,8,1,0,1,0,0,0,1,0,0,0,0,0,0,1,210052752,22750,57,81.7,0,2,2,1,2,1
Y09H140938,5,0,3,1,2,12,4,2,3,5,0,0,0,2,0,0,0,0,0,0,2,210052752,22750,43.6,62.1,0,2,2,1,2,3
Y09H140940,2,0,2,1,1,49,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210052752,22750,64.1,92,0,2,2,1,2,1
Y09H140941,2,0,2,3,1,44,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210052752,22750,222.6,0,419,2,2,2,2,2
Y09H140942,2,0,2,1,1,43,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210052752,22750,73.4,0,240.6,2,2,2,2,2
Y09H141007,2,0,2,1,1,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,210052756,22750,65.9,0,238.7,2,2,2,2,2
Y09H141010,1,0,1,3,3,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210052756,22750,234.3,239.7,0,2,2,1,2,1
Y09H141013,4,0,3,1,2,1,1,1,2,3,0,2,2,2,0,0,1,0,0,0,3,210052756,22750,76.6,0,279.7,2,2,2,2,3
Y09H141016,1,0,1,1,1,30,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,210052756,22750,51.2,73.8,0,2,2,1,2,1
Y09H141017,2,0,2,1,1,35,2,1,0,1,1,0,1,2,0,0,0,0,0,0,2,210052756,22750,47.4,68.4,0,2,2,1,2,2
Y09H141018,3,0,3,1,2,5,11,3,0,3,0,0,0,1,1,0,0,0,0,0,2,210052756,22750,63.1,90.6,0,2,2,1,2,4
